cid,dayhours,price,living_measure,lot_measure,coast,sight,ceil_measure,yr_built,zipcode,lat,long,furnished
2324039069,20140822T000000,463000,1250,5650,0,1,1250,1943,98126,47.5495,-122.377,0
9432900250,20150309T000000,329990,2420,8438,0,0,2420,1997,98022,47.2089,-122.011,0
8651410670,20141125T000000,189950,920,6460,0,0,920,1969,98042,47.3665,-122.082,0
3034200410,20150330T000000,430000,940,12521,0,0,940,1949,98133,47.7169,-122.331,0
1257200290,20140512T000000,910000,2700,6120,0,0,1350,1962,98115,47.6731,-122.327,0
7202330610,20140721T000000,528000,2020,5613,0,0,2020,2003,98053,47.6835,-122.035,0
3344500085,20141015T000000,383000,2580,19607,0,2,1290,1958,98056,47.5067,-122.197,0
2826049200,20140825T000000,451000,1620,5444,0,0,1620,1955,98125,47.7065,-122.297,0
3693900135,20140920T000000,615000,1210,5000,0,0,1210,1907,98117,47.6793,-122.397,0
2559950110,20150422T000000,1230000,2470,609,0,0,1910,2011,98112,47.6182,-122.312,1
2597000130,20150430T000000,570000,1930,10929,0,0,1260,1964,98155,47.7657,-122.272,0
3544400045,20150220T000000,705000,2040,5050,0,0,1160,1937,98115,47.6885,-122.324,0
9323610180,20140819T000000,720000,2120,9297,0,0,2120,1981,98006,47.5561,-122.154,0
3187600100,20140513T000000,570000,1530,5401,0,0,1530,1937,98115,47.686,-122.304,0
923049323,20140714T000000,239000,1280,8316,0,0,1280,1950,98168,47.4989,-122.302,0
2413910190,20150202T000000,500000,1690,48096,0,0,1690,1973,98053,47.6745,-122.061,0
1245003660,20150321T000000,630000,1470,6000,0,0,1090,1950,98033,47.6829,-122.202,0
2731600045,20150107T000000,390000,2290,9200,0,0,2290,1920,98166,47.4678,-122.363,0
1219000473,20140626T000000,164950,1570,15330,0,0,1080,1956,98166,47.4608,-122.34,0
9526600090,20150424T000000,750000,2680,4548,0,0,2680,2009,98052,47.7073,-122.114,0
9530101290,20141110T000000,700000,1940,4500,0,3,1090,1926,98107,47.6659,-122.359,0
4385701440,20140926T000000,765000,1660,4000,0,0,990,1940,98112,47.6394,-122.28,0
5350200425,20150309T000000,765000,1500,5111,0,0,1500,1984,98122,47.6118,-122.284,0
7206900075,20140818T000000,200000,1770,15525,0,0,1770,1959,98059,47.5025,-122.142,0
226109056,20150326T000000,170000,850,5600,0,2,850,1903,98019,47.7654,-121.48,0
5603700025,20141007T000000,732000,2360,11300,0,0,2360,1974,98006,47.5728,-122.163,1
7173700524,20140924T000000,410000,1660,4000,0,0,1000,1950,98115,47.6832,-122.304,0
7234600903,20141016T000000,419000,1180,1253,0,0,840,2008,98122,47.6124,-122.309,0
4023500118,20140723T000000,411000,1490,9844,0,0,1190,1959,98155,47.7626,-122.297,0
2597690050,20150409T000000,350000,1770,7336,0,0,1770,1986,98058,47.4265,-122.163,0
4399210110,20140619T000000,232603,1750,11461,0,0,1750,1976,98002,47.3173,-122.21,0
1610000016,20140911T000000,175000,1300,6030,0,0,1300,1947,98168,47.4778,-122.286,0
4364700165,20141124T000000,249900,560,7560,0,0,560,1944,98126,47.5271,-122.375,0
3905080730,20150223T000000,535500,2050,4976,0,0,2050,1994,98029,47.5689,-121.995,0
9274202165,20150120T000000,560000,1570,4375,0,0,970,1940,98116,47.5889,-122.389,0
1924059248,20140602T000000,870000,4500,21780,0,2,3040,1980,98040,47.5581,-122.213,1
1522600100,20140604T000000,760000,2730,36183,0,0,2730,1986,98052,47.7036,-122.127,1
5634500415,20140715T000000,431000,1710,12677,0,0,1710,1996,98028,47.75,-122.234,0
9523100458,20140617T000000,549000,1380,953,0,0,1380,2006,98103,47.6654,-122.355,1
6821102317,20141209T000000,535000,1850,1499,0,0,1790,2005,98199,47.6475,-122.396,1
2781250750,20140828T000000,222000,1360,3300,0,0,1360,2004,98038,47.3489,-122.022,0
4060000240,20140623T000000,205425,880,6780,0,0,880,1945,98178,47.5009,-122.248,0
7520000520,20150311T000000,240500,1240,12092,0,0,960,1922,98146,47.4957,-122.352,0
2473450430,20140527T000000,399000,2870,9292,0,0,2540,1979,98058,47.4522,-122.123,0
3223049158,20150417T000000,222200,1210,10000,0,0,1210,1953,98148,47.4402,-122.333,0
1954430390,20140707T000000,575000,2400,6137,0,0,2400,1990,98074,47.6187,-122.04,0
3577300040,20150430T000000,510000,1830,8133,0,0,1390,1996,98028,47.7478,-122.247,0
5559200065,20150507T000000,306500,1420,16400,0,0,1420,1943,98023,47.3221,-122.344,0
1982200015,20140919T000000,555000,1680,2600,0,0,840,1915,98107,47.6648,-122.363,0
6817801430,20150305T000000,525000,1790,11430,0,0,1190,1985,98074,47.6319,-122.035,0
3332000530,20141105T000000,599000,2590,6180,0,0,1330,1960,98118,47.551,-122.272,0
23500190,20141008T000000,515000,2470,7800,0,0,1470,1975,98052,47.6913,-122.115,0
6116500366,20150401T000000,439000,1530,19007,0,0,1290,1949,98166,47.4508,-122.352,0
2767603210,20141210T000000,670950,1790,2375,0,0,1790,2007,98107,47.6726,-122.38,0
2771602450,20140826T000000,370000,1010,2102,0,0,1010,1984,98119,47.6374,-122.375,0
3438503120,20150330T000000,275000,1770,7345,0,0,1770,1966,98106,47.5393,-122.351,0
1788700070,20140627T000000,170000,810,8424,0,0,810,1959,98023,47.3286,-122.346,0
8838900032,20140518T000000,732000,1940,55756,0,0,1940,1954,98007,47.5913,-122.149,1
7237300330,20150312T000000,268000,2400,4564,0,0,2400,2004,98042,47.369,-122.126,0
2599001200,20141103T000000,305000,2660,8400,0,0,2660,1961,98092,47.2909,-122.189,0
1862400517,20140813T000000,350000,1320,1298,0,0,1320,1995,98117,47.6959,-122.376,0
2130400150,20140925T000000,340000,1210,9635,0,0,1210,1987,98019,47.7382,-121.98,0
8691410730,20150220T000000,708000,3090,5600,0,0,3090,2005,98075,47.597,-121.979,1
7811000020,20141113T000000,490000,1660,8208,0,0,1660,1965,98005,47.5919,-122.154,0
5230300210,20141210T000000,299000,1040,9514,0,0,1040,1969,98059,47.4936,-122.102,0
1220000371,20141231T000000,327500,1820,1866,0,0,1570,2008,98166,47.4643,-122.346,0
3812400854,20141028T000000,352800,2080,6360,0,0,1330,1960,98118,47.5392,-122.278,0
9547202265,20150427T000000,990000,2460,4182,0,0,2100,1910,98115,47.6782,-122.311,0
7636800041,20140625T000000,995000,4380,47044,1,3,3720,1968,98166,47.4734,-122.365,1
1023059313,20150205T000000,390000,1910,4755,0,0,1910,1997,98059,47.4956,-122.162,0
9406530090,20141020T000000,337000,2470,5100,0,0,2470,2005,98038,47.3622,-122.041,0
2621760480,20141014T000000,367000,2350,8182,0,0,2350,1997,98042,47.3697,-122.106,0
1250202145,20140828T000000,1070000,3900,14864,0,3,1950,1947,98144,47.5884,-122.291,0
666000143,20141229T000000,785000,1950,1983,0,0,1610,2009,98004,47.6078,-122.202,1
2738600080,20140815T000000,495000,2740,2811,0,0,2240,2003,98072,47.7738,-122.158,0
2922701420,20141118T000000,490000,2020,4960,0,0,1710,1938,98117,47.6867,-122.369,0
4217400590,20141118T000000,589000,1390,5040,0,0,1090,1947,98105,47.6611,-122.282,0
3797001702,20141216T000000,1070000,2920,3000,0,0,2260,2014,98103,47.6846,-122.349,1
3123039089,20140715T000000,252000,940,15450,0,0,940,1926,98070,47.4408,-122.461,0
3821700038,20141001T000000,305000,1290,1112,0,0,1290,2008,98125,47.7282,-122.296,0
1326049130,20140702T000000,605000,2940,48788,0,0,1520,1961,98028,47.7422,-122.245,0
122069107,20141204T000000,427500,1900,43186,0,0,1300,1971,98038,47.4199,-121.99,0
3905100070,20150203T000000,467000,1530,3984,0,0,1530,1995,98029,47.569,-122.007,0
125069038,20141125T000000,2140000,5150,453895,0,3,4360,1997,98053,47.6795,-121.991,1
9253900408,20150408T000000,1400000,3130,19530,1,4,1690,1947,98008,47.5895,-122.111,0
7893804845,20150223T000000,340000,1700,6718,0,2,1230,1956,98198,47.4131,-122.331,0
1796350690,20140820T000000,245000,1390,8250,0,0,1390,1987,98042,47.3707,-122.094,0
182000350,20150325T000000,287500,2020,67953,0,0,1620,1936,98178,47.4891,-122.263,0
1571100130,20140904T000000,285000,1440,4268,0,0,1040,1953,98108,47.5468,-122.293,0
1326059070,20140708T000000,390000,1180,16552,0,0,1180,1967,98072,47.7426,-122.116,0
7625702263,20140612T000000,402000,1240,1666,0,0,1000,2008,98136,47.5496,-122.388,0
2212900470,20150211T000000,186000,1200,10080,0,0,1200,1969,98042,47.3261,-122.135,0
7942200050,20150123T000000,261000,1820,9824,0,0,1820,1968,98042,47.3833,-122.093,0
3375800220,20150330T000000,353000,2550,6021,0,0,2550,2002,98030,47.3828,-122.211,0
1025049114,20140717T000000,625504,1270,1566,0,0,1060,2014,98105,47.6647,-122.284,0
823059145,20141013T000000,321000,1300,18836,0,0,1300,1941,98056,47.5029,-122.188,0
1689401526,20150323T000000,605000,1500,1119,0,2,1110,2008,98109,47.6327,-122.346,0
3959400345,20150311T000000,589500,3520,4933,0,0,2270,1929,98108,47.5655,-122.315,0
3013300660,20141028T000000,550000,2090,8095,0,2,2090,1988,98136,47.5287,-122.385,1
629810560,20141217T000000,820000,3720,8633,0,0,3720,1999,98074,47.6085,-122.013,1
1823049178,20150123T000000,200000,1010,7200,0,0,1010,1956,98166,47.4815,-122.339,0
7922900250,20140520T000000,507500,2020,8118,0,0,1020,1963,98008,47.5866,-122.118,0
1352300520,20150113T000000,294000,1670,4120,0,0,1140,1929,98055,47.4881,-122.199,0
7345310100,20141208T000000,238000,1650,6900,0,0,910,1978,98002,47.2802,-122.211,0
7231600098,20141014T000000,225000,700,6000,0,0,700,1943,98055,47.4671,-122.212,0
8079100640,20141201T000000,653000,2160,7000,0,0,2160,1989,98029,47.5659,-122.013,1
7234601544,20140825T000000,660000,2260,1825,0,0,1660,2002,98122,47.6108,-122.308,0
8732190990,20140709T000000,229000,2010,7688,0,0,1170,1979,98023,47.3086,-122.396,0
5249804760,20150505T000000,479500,930,5760,0,0,730,1917,98118,47.5598,-122.266,0
293000036,20150403T000000,495000,1610,4770,0,0,1230,1941,98126,47.5333,-122.381,0
2734100732,20141015T000000,216650,1480,1077,0,0,1300,2007,98109,47.5421,-122.322,0
7856610200,20140523T000000,902000,2530,9200,0,0,1570,1976,98006,47.5612,-122.152,1
2321059093,20140805T000000,506000,2100,213008,0,0,2100,1990,98092,47.2984,-122.144,0
6450302546,20141021T000000,130000,840,6654,0,0,840,1951,98133,47.7319,-122.335,0
5104531290,20141124T000000,589450,3190,7941,0,0,3190,2005,98038,47.353,-122.002,1
5700000120,20140722T000000,780000,3390,4500,0,0,2190,1924,98144,47.5824,-122.293,0
7202310010,20141020T000000,597500,2620,4800,0,0,2620,2002,98053,47.6849,-122.037,0
7852020670,20150402T000000,475000,1890,3938,0,0,1890,1999,98065,47.5336,-121.867,0
3655000070,20140805T000000,220000,2020,7840,0,0,1010,1968,98003,47.3309,-122.299,0
2770604665,20150202T000000,612125,1670,6000,0,0,1090,1950,98119,47.6517,-122.374,0
7215730580,20140902T000000,680000,3150,6175,0,0,3150,2001,98075,47.5968,-122.017,1
546000865,20140919T000000,556000,1800,4005,0,0,1160,1929,98117,47.6876,-122.38,0
7559600200,20141021T000000,641000,2600,6015,0,0,2600,2004,98075,47.5971,-122.031,0
7852180560,20150424T000000,403000,1700,4125,0,0,1700,2004,98065,47.5305,-121.854,0
7452500530,20150219T000000,250000,850,6370,0,0,850,1951,98126,47.5198,-122.373,0
1068000520,20140506T000000,1230000,3490,6906,0,0,2280,1928,98199,47.6424,-122.407,1
7309100070,20141212T000000,600000,1700,7800,0,0,1700,1975,98052,47.651,-122.119,0
2607720420,20150120T000000,445000,2250,9608,0,0,2250,1994,98045,47.4865,-121.802,0
4022901316,20141031T000000,475000,2480,6031,0,0,2480,2001,98155,47.772,-122.297,0
5125400385,20140805T000000,220000,1530,18400,0,0,1530,1938,98002,47.329,-122.219,0
1193000450,20150410T000000,825000,2330,6000,0,0,2080,1937,98199,47.6461,-122.392,0
9435300030,20140528T000000,550000,1660,34848,0,0,930,1933,98052,47.6621,-122.132,0
3761100276,20150313T000000,588000,2510,19550,0,0,1810,1977,98034,47.7041,-122.241,1
921059161,20140623T000000,320000,1890,43560,0,0,1890,1974,98092,47.3267,-122.166,0
5379802816,20150224T000000,197000,1360,11175,0,0,1360,1961,98188,47.4551,-122.272,0
2902200142,20140605T000000,584000,1480,1485,0,0,1280,2007,98102,47.6376,-122.326,0
1226039130,20141009T000000,355000,1980,7200,0,0,1300,1964,98177,47.7625,-122.36,0
3982700125,20141230T000000,771000,2420,7200,0,0,2420,1991,98033,47.6893,-122.197,1
6123000070,20140709T000000,310000,1460,9908,0,0,1460,1952,98148,47.4275,-122.331,0
1324079029,20150317T000000,200000,960,213008,0,0,960,1933,98024,47.5621,-121.862,0
2919201095,20150327T000000,540000,1270,3840,0,0,1270,1926,98103,47.6896,-122.357,0
7283900306,20150417T000000,400000,1910,4408,0,0,1910,2007,98133,47.7634,-122.35,0
643300010,20140829T000000,365000,1410,9150,0,0,1410,1959,98006,47.5683,-122.178,0
2005300140,20150330T000000,220000,2340,10507,0,0,2340,1959,98030,47.3578,-122.178,0
2481200140,20141015T000000,330000,1320,9675,0,0,1320,1970,98024,47.5695,-121.902,0
7853280610,20141117T000000,709950,3910,6293,0,0,3130,2006,98065,47.5389,-121.86,1
7853301130,20150505T000000,499000,2440,5000,0,0,2440,2007,98065,47.5407,-121.89,0
8835800480,20150223T000000,316000,1780,188465,0,0,1780,2001,98045,47.4506,-121.768,1
2391602500,20140515T000000,512500,1840,2875,0,0,1840,1997,98116,47.562,-122.393,0
6917700195,20140728T000000,585000,1480,4800,0,0,1140,1944,98199,47.6567,-122.397,0
1591600527,20150423T000000,333500,2230,9120,0,0,1390,1959,98146,47.5008,-122.358,0
6979900330,20150325T000000,650000,2630,28298,0,0,2630,1996,98053,47.6314,-121.968,0
8701600510,20150414T000000,700000,1850,4945,0,2,1850,1907,98126,47.5742,-122.379,0
809002030,20140911T000000,825000,1830,3600,0,0,1230,1926,98109,47.6359,-122.351,0
1825049013,20150213T000000,560000,1380,4048,0,0,1380,1906,98103,47.6583,-122.344,0
1320069179,20141104T000000,397000,1710,134489,0,2,1710,1952,98022,47.2207,-121.984,0
3274850130,20141203T000000,392000,2600,8921,0,0,2600,1991,98058,47.4423,-122.178,0
4136930360,20140605T000000,359800,2390,6426,0,0,2390,1999,98092,47.2586,-122.221,1
3271800910,20140701T000000,1360000,4270,5800,0,3,3170,1937,98199,47.6474,-122.411,1
8121100015,20150505T000000,550000,1070,3713,0,0,1070,1917,98118,47.5683,-122.285,0
8567300270,20140818T000000,446000,2280,43692,0,0,1140,1957,98038,47.4067,-122.03,0
7231300125,20150217T000000,345000,3150,9134,0,0,1640,1966,98056,47.4934,-122.189,0
2310060230,20141010T000000,272000,1800,5555,0,0,1800,2003,98038,47.3498,-122.052,0
6332940070,20140507T000000,510000,2430,5203,0,0,2430,2003,98155,47.7402,-122.317,0
2078500350,20140604T000000,560000,2070,12708,0,0,2070,1996,98056,47.5295,-122.18,0
5606000255,20141017T000000,735000,2380,5700,0,1,1820,1946,98105,47.6656,-122.271,0
11510310,20140905T000000,835000,3130,13412,0,0,2140,1993,98052,47.6993,-122.102,1
7334602070,20140804T000000,290000,1710,10950,0,0,1060,1967,98045,47.4678,-121.745,0
5420300210,20141007T000000,258000,2090,7461,0,0,1200,1986,98030,47.3764,-122.184,0
3420069055,20141203T000000,350000,1570,499571,0,3,1570,1972,98022,47.1808,-122.023,0
9301300270,20150223T000000,1330000,3180,2758,0,2,2240,2008,98109,47.6377,-122.342,1
9122500080,20150428T000000,275000,2260,11970,0,0,1250,1962,98031,47.3896,-122.218,0
4025300135,20150508T000000,451000,1790,9813,0,0,1790,1949,98155,47.749,-122.305,0
993000090,20150414T000000,752000,3810,6663,0,0,3810,1977,98103,47.6938,-122.34,0
7955080300,20140714T000000,269950,1520,8720,0,0,1080,1981,98058,47.4267,-122.157,0
6819100380,20140830T000000,642000,1040,4480,0,0,870,1924,98109,47.6461,-122.356,0
7399200240,20150317T000000,325000,1870,7700,0,0,1870,1966,98055,47.4619,-122.196,0
98020630,20150414T000000,889000,4070,10976,0,0,4070,2004,98075,47.5805,-121.97,1
3211700045,20150128T000000,592000,2300,11165,0,0,2300,1979,98008,47.5794,-122.118,0
1829300260,20141113T000000,765000,3360,13636,0,0,3360,1987,98074,47.6373,-122.042,1
5215200050,20140729T000000,750000,2960,69351,1,3,2960,1990,98070,47.4,-122.42,1
9264950420,20140508T000000,347500,2460,7350,0,0,2460,1989,98023,47.3061,-122.349,1
3518000180,20141120T000000,179950,1100,7323,0,0,780,1982,98023,47.2874,-122.37,0
5244800895,20140523T000000,595000,1030,4500,0,0,830,1924,98109,47.6455,-122.352,0
7533800885,20141027T000000,1100000,2420,7200,0,0,1420,1948,98115,47.6867,-122.275,0
4447300008,20140923T000000,530000,1950,1963,0,0,1950,2002,98117,47.6904,-122.397,0
4400900030,20140602T000000,440000,2340,11034,0,0,1720,1967,98155,47.7686,-122.278,0
1332700200,20150426T000000,359000,1950,1968,0,0,1160,1979,98056,47.5179,-122.195,0
2523039315,20141022T000000,481000,2580,15653,0,0,2580,1990,98166,47.4561,-122.361,1
7312000240,20140623T000000,442000,2520,7253,0,0,2520,1990,98059,47.5148,-122.159,1
3449800290,20150406T000000,641000,3710,8674,0,0,3710,1996,98056,47.514,-122.176,1
952003480,20141117T000000,445000,1460,4600,0,2,780,1946,98126,47.566,-122.38,0
6150700005,20141201T000000,500000,1900,5001,0,0,1200,2008,98133,47.7289,-122.335,0
3654800040,20150424T000000,295000,1570,6932,0,0,1570,1993,98038,47.3902,-122.049,0
3461000120,20150430T000000,450000,1740,12204,0,0,1270,1961,98155,47.7675,-122.277,0
984200540,20150114T000000,290000,2050,9015,0,0,2050,1973,98058,47.4357,-122.168,0
2597520720,20141103T000000,720000,2900,9525,0,0,2900,1989,98006,47.5442,-122.138,1
6404600006,20140820T000000,173250,1210,9097,0,0,1210,1954,98168,47.4849,-122.303,0
263000040,20141001T000000,452000,1530,5032,0,0,1530,1998,98103,47.6985,-122.349,0
2767600686,20150331T000000,487000,1160,1118,0,0,1020,2007,98117,47.6754,-122.375,0
1123049053,20150213T000000,360000,1840,9611,0,0,1840,1996,98178,47.4964,-122.251,0
6189200125,20150325T000000,849950,2990,9773,0,0,2990,1973,98005,47.6344,-122.174,0
425059103,20141202T000000,625000,1860,10027,0,0,1860,1993,98033,47.6775,-122.165,0
1250202255,20140605T000000,647500,1290,3870,0,0,1290,1916,98144,47.5873,-122.29,0
4298100070,20140528T000000,630000,2740,43101,0,0,2740,1993,98077,47.7649,-122.049,1
8937600080,20150126T000000,295000,1930,13350,0,0,1930,1967,98023,47.3317,-122.365,0
7504110330,20150128T000000,691000,3040,11651,0,0,3040,1987,98074,47.6348,-122.038,1
3296000110,20140602T000000,645000,2430,14400,0,0,1670,1963,98007,47.6202,-122.138,0
1126059170,20150225T000000,760500,2310,36136,0,0,2310,1977,98072,47.7506,-122.122,1
3629960680,20140926T000000,395000,1620,1841,0,0,1540,2004,98029,47.5483,-122.004,0
7895500290,20150330T000000,265000,1580,8468,0,0,1580,1971,98001,47.3336,-122.281,0
9528102110,20140917T000000,517000,1640,4635,0,0,1540,1930,98115,47.6793,-122.319,0
7904700128,20141110T000000,385000,1370,1540,0,0,1100,2006,98116,47.5638,-122.388,0
4443800940,20150408T000000,485000,1260,3880,0,0,860,1918,98117,47.687,-122.391,0
1623800440,20150417T000000,499922,1460,3000,0,0,940,1990,98117,47.682,-122.365,0
9414500230,20141022T000000,440000,1760,10835,0,0,1290,1976,98027,47.522,-122.048,0
1313000220,20140513T000000,675000,3410,9600,0,0,1870,1968,98052,47.6358,-122.103,0
1773100922,20141208T000000,315000,1480,983,0,0,1180,2013,98106,47.5555,-122.363,0
4345300180,20150406T000000,269000,1410,10577,0,0,1410,1994,98030,47.3642,-122.187,0
1430800279,20150327T000000,469000,2960,11347,0,0,1570,1946,98166,47.4738,-122.353,0
4217401180,20140530T000000,1370000,2090,6000,0,0,2090,1928,98105,47.6567,-122.281,1
2113701100,20140826T000000,294010,1550,4057,0,0,830,1945,98106,47.5291,-122.351,0
5608000190,20140714T000000,1520000,5930,13288,0,2,3920,1996,98027,47.5542,-122.097,1
9264030040,20150430T000000,425000,2650,12247,0,0,2650,2002,98001,47.3185,-122.259,1
1442880640,20140715T000000,504058,2910,7467,0,0,2910,2013,98045,47.4841,-121.772,0
723069128,20140514T000000,543000,2370,217800,0,0,1600,1992,98027,47.5007,-122.088,0
1105000233,20140906T000000,255000,940,9330,0,0,940,1941,98118,47.5445,-122.273,0
4024101715,20140905T000000,306000,910,8658,0,0,910,1955,98155,47.7586,-122.303,0
524069019,20141120T000000,1150000,4400,262666,0,0,4400,1988,98075,47.5927,-122.064,1
3260000120,20150209T000000,599380,1270,7350,0,0,1270,1967,98005,47.6046,-122.168,0
3528000470,20140509T000000,851000,3560,107290,0,0,3560,1987,98053,47.6652,-122.049,1
7605800090,20150108T000000,1010000,2860,5805,0,0,2860,1999,98005,47.6218,-122.16,1
3826000735,20140626T000000,202000,920,7569,0,0,920,1950,98168,47.4951,-122.302,0
8732160240,20141017T000000,223000,1360,10573,0,0,1360,1984,98023,47.2983,-122.374,0
1556200145,20141007T000000,565000,1710,3875,0,0,1710,1907,98122,47.6086,-122.294,0
8857640860,20140926T000000,522000,2835,6598,0,0,2835,2002,98038,47.3878,-122.034,0
3459800020,20150406T000000,560000,2230,6838,0,0,1320,1985,98008,47.5742,-122.118,0
6600220150,20150310T000000,549950,2230,14694,0,0,1180,1981,98074,47.6305,-122.034,0
2622059062,20141015T000000,739500,4460,51177,0,0,4460,2005,98042,47.3648,-122.143,1
3021059197,20141021T000000,247200,1910,10583,0,0,1910,1922,98002,47.2782,-122.212,0
1049010620,20140513T000000,90000,790,2640,0,0,790,1973,98034,47.7351,-122.178,0
1311800560,20141121T000000,209000,1250,8084,0,0,1250,1967,98001,47.3364,-122.276,0
461004720,20150422T000000,563000,1380,5000,0,0,1380,1917,98117,47.6807,-122.369,0
3902300210,20140715T000000,607000,2150,16728,0,0,1240,1982,98033,47.6915,-122.183,0
6806300750,20150318T000000,444900,3120,7448,0,0,3120,1998,98042,47.3645,-122.126,1
3319500628,20150212T000000,356999,1010,1546,0,0,1010,1971,98144,47.5998,-122.311,0
1232000810,20140912T000000,340000,1400,4800,0,0,1200,1921,98117,47.6865,-122.379,0
1024049024,20141203T000000,1740000,4870,7700,0,3,3650,1929,98144,47.5832,-122.29,1
104550660,20140728T000000,275000,1870,6821,0,0,1870,1989,98023,47.3065,-122.358,0
2826049197,20140804T000000,607500,3000,8100,0,0,3000,1992,98125,47.7151,-122.305,0
4385700185,20140812T000000,799950,1860,1386,0,0,1860,2014,98112,47.6368,-122.279,1
2372800050,20140521T000000,220000,1060,9126,0,2,1060,1956,98022,47.201,-121.999,0
5316100820,20150122T000000,1200000,2350,1620,0,0,1560,2001,98112,47.6308,-122.279,1
6021503655,20140716T000000,375000,1330,816,0,0,1330,2004,98117,47.6836,-122.387,0
7942100290,20140910T000000,199000,1050,9871,0,0,1050,1968,98042,47.3816,-122.087,0
8651611640,20150424T000000,782500,3750,7821,0,0,3750,2001,98074,47.6325,-122.064,1
3306300630,20140924T000000,212000,1100,9750,0,0,1100,1967,98023,47.2955,-122.362,0
7399000580,20141117T000000,318000,2180,7000,0,0,1680,1969,98055,47.4651,-122.192,0
1760650210,20141201T000000,286950,1610,4052,0,0,1610,2013,98042,47.3603,-122.081,0
6071800310,20140619T000000,558000,2060,10358,0,0,1320,1962,98006,47.5478,-122.174,0
9455200790,20141209T000000,445000,1410,5100,0,0,1110,1954,98125,47.7026,-122.29,0
2545900050,20140509T000000,234950,1360,9948,0,0,1360,1977,98010,47.3422,-122.053,0
952000495,20150402T000000,598000,2420,5118,0,2,1550,1926,98126,47.5671,-122.378,0
9185700485,20150401T000000,2540000,4350,6000,0,0,2970,1908,98112,47.6277,-122.286,1
723049596,20140509T000000,255000,810,7980,0,0,810,1928,98146,47.489,-122.337,0
2517000650,20140716T000000,300000,2090,4590,0,0,2090,2005,98042,47.3992,-122.163,0
5029000120,20150407T000000,450000,1940,8312,0,1,1220,1963,98166,47.4556,-122.346,0
623049094,20140516T000000,180000,1000,18513,0,0,1000,1940,98146,47.5118,-122.348,0
2581900235,20141110T000000,1080000,2580,8100,0,1,1780,1964,98040,47.5387,-122.215,0
9264920250,20140710T000000,290256,1720,7885,0,0,1720,1983,98023,47.3136,-122.344,0
2869200110,20140621T000000,930000,3290,6830,0,0,3290,2000,98052,47.6702,-122.142,1
7303200450,20150408T000000,242000,1500,7560,0,0,1500,1979,98003,47.3467,-122.296,0
2212700180,20150319T000000,260000,1460,10000,0,0,1460,1967,98092,47.342,-122.195,0
9307300100,20140519T000000,485000,1500,4100,0,0,1370,1926,98107,47.6689,-122.367,0
6638900265,20140925T000000,812000,2270,5000,0,0,2270,2014,98117,47.6916,-122.37,1
2970800105,20150313T000000,449950,2420,5244,0,0,2420,2007,98166,47.4729,-122.35,1
2426049174,20141029T000000,481500,1840,10500,0,0,1840,1993,98034,47.7326,-122.234,0
9421500160,20150303T000000,495000,1810,7998,0,0,1210,1960,98125,47.726,-122.297,0
1678400105,20150212T000000,339000,2390,7480,0,2,2390,1920,98178,47.504,-122.227,0
6600700030,20150506T000000,525000,1490,9414,0,0,1490,1981,98052,47.6844,-122.113,0
9324800110,20140728T000000,420000,1720,8102,0,0,860,1940,98125,47.7336,-122.29,0
629000704,20140729T000000,1000000,1780,15648,0,0,1780,1918,98004,47.5849,-122.198,0
3629990280,20140623T000000,497000,1630,3817,0,0,1630,2005,98029,47.5485,-121.999,0
6979940050,20140916T000000,800000,3320,9024,0,0,3320,1999,98075,47.5865,-122.056,1
1125079111,20150415T000000,1600000,6530,871200,0,2,6530,2008,98014,47.664,-121.878,1
8820902700,20150422T000000,456200,1210,7733,0,0,1210,1904,98125,47.7148,-122.282,0
1245003220,20140819T000000,1210000,3220,8000,0,0,2900,2008,98033,47.6834,-122.2,1
1453602284,20141103T000000,296000,1320,2040,0,0,1320,1997,98125,47.7224,-122.291,0
844001145,20150326T000000,208500,880,4814,0,0,880,1906,98010,47.3107,-121.999,0
3751601171,20141007T000000,229500,1810,14400,0,0,1810,1954,98001,47.2887,-122.269,0
452002005,20150121T000000,452000,980,5000,0,0,980,1904,98107,47.6744,-122.369,0
2472930270,20140905T000000,485000,3110,9015,0,0,3110,1990,98058,47.4369,-122.147,1
1922069099,20140523T000000,354800,1370,78408,0,0,1370,1964,98042,47.3867,-122.081,0
7738500185,20140923T000000,382500,1150,6249,0,0,1150,1952,98155,47.7489,-122.284,0
226039186,20140520T000000,299950,910,8000,0,0,740,1950,98177,47.7746,-122.378,0
1001200035,20150306T000000,272450,1350,7973,0,0,1350,1954,98188,47.4323,-122.292,0
7170200110,20150121T000000,455000,890,3800,0,0,750,1926,98115,47.6803,-122.291,0
2397101185,20150303T000000,1500000,3520,5400,0,0,2400,2008,98119,47.6364,-122.363,1
7501000130,20140505T000000,800866,3180,13806,0,0,3180,1990,98033,47.652,-122.182,1
798000535,20140625T000000,308000,1640,18144,0,0,1640,1942,98168,47.5027,-122.33,0
7891600245,20150422T000000,430000,1860,7500,0,0,930,1909,98106,47.5662,-122.364,0
6413600290,20140509T000000,252500,1030,6127,0,0,880,1947,98125,47.7192,-122.32,0
7853420110,20141003T000000,594866,2780,6000,0,0,2780,2013,98065,47.5184,-121.886,1
200350070,20140602T000000,559900,2930,5569,0,0,1860,2004,98072,47.7648,-122.164,1
5088500210,20150112T000000,415000,2390,9968,0,0,1390,1989,98038,47.3706,-122.056,1
